race_id,umaban,racecourse,surface,running_style,corner4_rank,actual_corner4_rank,rank_diff,rank_abs_diff
202601020202,2,札幌,芝,先,2.0,8.0,6.0,6.0
202601020202,3,札幌,芝,差,6.0,2.0,-4.0,4.0
202601020202,4,札幌,芝,差,9.0,11.0,2.0,2.0
202601020202,5,札幌,芝,先,1.0,3.0,2.0,2.0
202601020202,7,札幌,芝,差,10.0,8.0,-2.0,2.0
202601020202,8,札幌,芝,先,5.0,3.0,-2.0,2.0
202601020202,9,札幌,芝,先,4.0,3.0,-1.0,1.0
202601020202,10,札幌,芝,差,11.0,8.0,-3.0,3.0
202601020202,11,札幌,芝,逃,8.0,3.0,-5.0,5.0
202601020202,12,札幌,芝,先,7.0,1.0,-6.0,6.0
202601020203,1,札幌,ダ,差,11.0,7.0,-4.0,4.0
202601020203,2,札幌,ダ,差,3.0,7.0,4.0,4.0
202601020203,3,札幌,ダ,差,14.0,9.0,-5.0,5.0
202601020203,4,札幌,ダ,差,6.0,4.0,-2.0,2.0
202601020203,5,札幌,ダ,先,8.0,1.0,-7.0,7.0
202601020203,6,札幌,ダ,先,5.0,11.0,6.0,6.0
202601020203,7,札幌,ダ,差,2.0,4.0,2.0,2.0
202601020203,9,札幌,ダ,先,9.0,13.0,4.0,4.0
202601020203,10,札幌,ダ,先,4.0,6.0,2.0,2.0
202601020203,11,札幌,ダ,差,1.0,9.0,8.0,8.0
202601020203,12,札幌,ダ,差,13.0,11.0,-2.0,2.0
202601020203,13,札幌,ダ,差,7.0,2.0,-5.0,5.0
202601020203,14,札幌,ダ,先,10.0,3.0,-7.0,7.0
202601020204,1,札幌,芝,先,2.0,8.0,6.0,6.0
202601020204,2,札幌,芝,差,14.0,3.0,-11.0,11.0
202601020204,3,札幌,芝,先,16.0,8.0,-8.0,8.0
202601020204,4,札幌,芝,逃,5.0,14.0,9.0,9.0
202601020204,5,札幌,芝,逃,1.0,1.0,0.0,0.0
202601020204,6,札幌,芝,追,11.0,11.0,0.0,0.0
202601020204,7,札幌,芝,差,10.0,11.0,1.0,1.0
202601020204,8,札幌,芝,差,6.0,2.0,-4.0,4.0
202601020204,9,札幌,芝,差,15.0,5.0,-10.0,10.0
202601020204,10,札幌,芝,差,13.0,8.0,-5.0,5.0
202601020204,11,札幌,芝,差,9.0,6.0,-3.0,3.0
202601020204,12,札幌,芝,差,4.0,3.0,-1.0,1.0
202601020204,13,札幌,芝,差,12.0,13.0,1.0,1.0
202601020204,16,札幌,芝,先,3.0,7.0,4.0,4.0
202601020205,1,札幌,芝,不明,5.0,1.0,-4.0,4.0
202601020205,2,札幌,芝,不明,4.0,4.0,0.0,0.0
202601020205,3,札幌,芝,不明,2.0,4.0,2.0,2.0
202601020205,4,札幌,芝,不明,7.0,7.0,0.0,0.0
202601020205,5,札幌,芝,不明,1.0,6.0,5.0,5.0
202601020205,6,札幌,芝,不明,6.0,2.0,-4.0,4.0
202601020205,7,札幌,芝,不明,3.0,2.0,-1.0,1.0
202601020206,1,札幌,芝,先,5.0,11.0,6.0,6.0
202601020206,2,札幌,芝,逃,1.0,2.0,1.0,1.0
202601020206,3,札幌,芝,逃,2.0,2.0,0.0,0.0
202601020206,4,札幌,芝,差,8.0,4.0,-4.0,4.0
202601020206,5,札幌,芝,差,10.0,6.0,-4.0,4.0
202601020206,6,札幌,芝,差,12.0,6.0,-6.0,6.0
202601020206,7,札幌,芝,差,9.0,10.0,1.0,1.0
202601020206,8,札幌,芝,差,11.0,6.0,-5.0,5.0
202601020206,9,札幌,芝,差,14.0,11.0,-3.0,3.0
202601020206,10,札幌,芝,差,4.0,1.0,-3.0,3.0
202601020206,11,札幌,芝,差,13.0,13.0,0.0,0.0
202601020206,12,札幌,芝,差,6.0,4.0,-2.0,2.0
202601020206,13,札幌,芝,差,3.0,14.0,11.0,11.0
202601020206,14,札幌,芝,差,7.0,6.0,-1.0,1.0
202601020207,1,札幌,ダ,差,10.0,11.0,1.0,1.0
202601020207,2,札幌,ダ,逃,5.0,10.0,5.0,5.0
202601020207,3,札幌,ダ,差,6.0,5.0,-1.0,1.0
202601020207,4,札幌,ダ,差,4.0,5.0,1.0,1.0
202601020207,5,札幌,ダ,差,8.0,1.0,-7.0,7.0
202601020207,6,札幌,ダ,差,11.0,2.0,-9.0,9.0
202601020207,7,札幌,ダ,差,3.0,4.0,1.0,1.0
202601020207,8,札幌,ダ,逃,1.0,8.0,7.0,7.0
202601020207,9,札幌,ダ,差,7.0,5.0,-2.0,2.0
202601020207,10,札幌,ダ,先,2.0,2.0,0.0,0.0
202601020207,11,札幌,ダ,差,9.0,9.0,0.0,0.0
202601020208,1,札幌,芝,差,7.0,3.0,-4.0,4.0
202601020208,2,札幌,芝,差,8.0,11.0,3.0,3.0
202601020208,3,札幌,芝,逃,2.0,5.0,3.0,3.0
202601020208,4,札幌,芝,先,6.0,5.0,-1.0,1.0
202601020208,5,札幌,芝,差,1.0,10.0,9.0,9.0
202601020208,6,札幌,芝,差,9.0,5.0,-4.0,4.0
202601020208,7,札幌,芝,差,4.0,3.0,-1.0,1.0
202601020208,8,札幌,芝,先,5.0,1.0,-4.0,4.0
202601020208,9,札幌,芝,先,3.0,2.0,-1.0,1.0
202601020208,10,札幌,芝,差,10.0,5.0,-5.0,5.0
202601020208,11,札幌,芝,追,11.0,9.0,-2.0,2.0
202601020209,1,札幌,芝,先,9.0,5.0,-4.0,4.0
202601020209,2,札幌,芝,逃,1.0,1.0,0.0,0.0
202601020209,3,札幌,芝,差,4.0,7.0,3.0,3.0
202601020209,4,札幌,芝,差,13.0,11.0,-2.0,2.0
202601020209,5,札幌,芝,先,2.0,2.0,0.0,0.0
202601020209,6,札幌,芝,先,5.0,5.0,0.0,0.0
202601020209,7,札幌,芝,差,3.0,7.0,4.0,4.0
202601020209,8,札幌,芝,差,8.0,11.0,3.0,3.0
202601020209,9,札幌,芝,先,7.0,2.0,-5.0,5.0
202601020209,10,札幌,芝,差,12.0,7.0,-5.0,5.0
202601020209,11,札幌,芝,差,11.0,10.0,-1.0,1.0
202601020209,12,札幌,芝,先,6.0,11.0,5.0,5.0
202601020209,13,札幌,芝,差,10.0,2.0,-8.0,8.0
202601020210,1,札幌,ダ,差,10.0,9.0,-1.0,1.0
202601020210,2,札幌,ダ,追,13.0,9.0,-4.0,4.0
202601020210,3,札幌,ダ,逃,1.0,2.0,1.0,1.0
202601020210,4,札幌,ダ,差,12.0,4.0,-8.0,8.0
202601020210,5,札幌,ダ,追,14.0,14.0,0.0,0.0
202601020210,6,札幌,ダ,差,5.0,11.0,6.0,6.0
202601020210,7,札幌,ダ,差,3.0,4.0,1.0,1.0
202601020210,8,札幌,ダ,差,6.0,4.0,-2.0,2.0
202601020210,9,札幌,ダ,先,4.0,7.0,3.0,3.0
202601020210,10,札幌,ダ,差,9.0,11.0,2.0,2.0
202601020210,11,札幌,ダ,逃,2.0,1.0,-1.0,1.0
202601020210,12,札幌,ダ,差,7.0,7.0,0.0,0.0
202601020210,13,札幌,ダ,先,8.0,3.0,-5.0,5.0
202601020210,14,札幌,ダ,先,11.0,13.0,2.0,2.0
202601020211,1,札幌,芝,差,11.0,8.0,-3.0,3.0
202601020211,2,札幌,芝,先,4.0,3.0,-1.0,1.0
202601020211,3,札幌,芝,差,5.0,6.0,1.0,1.0
202601020211,4,札幌,芝,差,13.0,6.0,-7.0,7.0
202601020211,5,札幌,芝,差,14.0,8.0,-6.0,6.0
202601020211,6,札幌,芝,差,6.0,13.0,7.0,7.0
202601020211,7,札幌,芝,先,9.0,11.0,2.0,2.0
202601020211,8,札幌,芝,逃,1.0,1.0,0.0,0.0
202601020211,9,札幌,芝,差,8.0,3.0,-5.0,5.0
202601020211,10,札幌,芝,差,16.0,15.0,-1.0,1.0
202601020211,11,札幌,芝,差,10.0,16.0,6.0,6.0
202601020211,12,札幌,芝,差,12.0,13.0,1.0,1.0
202601020211,13,札幌,芝,差,15.0,8.0,-7.0,7.0
202601020211,14,札幌,芝,逃,2.0,2.0,0.0,0.0
202601020211,15,札幌,芝,逃,3.0,3.0,0.0,0.0
202601020211,16,札幌,芝,先,7.0,11.0,4.0,4.0
202601020212,1,札幌,芝,差,10.0,10.0,0.0,0.0
202601020212,2,札幌,芝,差,12.0,6.0,-6.0,6.0
202601020212,3,札幌,芝,差,11.0,12.0,1.0,1.0
202601020212,4,札幌,芝,差,14.0,8.0,-6.0,6.0
202601020212,5,札幌,芝,追,13.0,12.0,-1.0,1.0
202601020212,6,札幌,芝,差,8.0,6.0,-2.0,2.0
202601020212,7,札幌,芝,先,1.0,2.0,1.0,1.0
202601020212,8,札幌,芝,逃,2.0,1.0,-1.0,1.0
202601020212,9,札幌,芝,先,7.0,2.0,-5.0,5.0
202601020212,10,札幌,芝,逃,4.0,2.0,-2.0,2.0
202601020212,11,札幌,芝,先,6.0,12.0,6.0,6.0
202601020212,12,札幌,芝,先,5.0,2.0,-3.0,3.0
202601020212,13,札幌,芝,先,3.0,10.0,7.0,7.0
202601020212,14,札幌,芝,差,9.0,8.0,-1.0,1.0
202602010901,1,函館,ダ,逃,1.0,1.0,0.0,0.0
202602010901,2,函館,ダ,先,4.0,3.0,-1.0,1.0
202602010901,3,函館,ダ,先,8.0,5.0,-3.0,3.0
202602010901,5,函館,ダ,先,3.0,4.0,1.0,1.0
202602010901,6,函館,ダ,先,7.0,8.0,1.0,1.0
202602010901,7,函館,ダ,先,2.0,6.0,4.0,4.0
202602010901,8,函館,ダ,差,10.0,6.0,-4.0,4.0
202602010901,9,函館,ダ,追,6.0,8.0,2.0,2.0
202602010901,10,函館,ダ,先,5.0,2.0,-3.0,3.0
202602010901,11,函館,ダ,先,9.0,10.0,1.0,1.0
202602010902,1,函館,ダ,差,11.0,9.0,-2.0,2.0
202602010902,2,函館,ダ,差,13.0,4.0,-9.0,9.0
202602010902,3,函館,ダ,逃,5.0,1.0,-4.0,4.0
202602010902,4,函館,ダ,差,8.0,7.0,-1.0,1.0
202602010902,5,函館,ダ,差,12.0,11.0,-1.0,1.0
202602010902,6,函館,ダ,先,2.0,6.0,4.0,4.0
202602010902,7,函館,ダ,先,7.0,2.0,-5.0,5.0
202602010902,8,函館,ダ,先,4.0,4.0,0.0,0.0
202602010902,9,函館,ダ,差,9.0,13.0,4.0,4.0
202602010902,10,函館,ダ,逃,1.0,3.0,2.0,2.0
202602010902,12,函館,ダ,先,6.0,7.0,1.0,1.0
202602010902,13,函館,ダ,差,14.0,10.0,-4.0,4.0
202602010902,14,函館,ダ,差,10.0,11.0,1.0,1.0
202602010903,1,函館,芝,差,9.0,15.0,6.0,6.0
202602010903,2,函館,芝,差,13.0,12.0,-1.0,1.0
202602010903,3,函館,芝,差,14.0,12.0,-2.0,2.0
202602010903,4,函館,芝,逃,3.0,4.0,1.0,1.0
202602010903,5,函館,芝,差,7.0,2.0,-5.0,5.0
202602010903,6,函館,芝,先,2.0,1.0,-1.0,1.0
202602010903,7,函館,芝,差,4.0,7.0,3.0,3.0
202602010903,8,函館,芝,逃,1.0,8.0,7.0,7.0
202602010903,9,函館,芝,差,15.0,5.0,-10.0,10.0
202602010903,10,函館,芝,差,6.0,2.0,-4.0,4.0
202602010903,11,函館,芝,差,10.0,6.0,-4.0,4.0
202602010903,12,函館,芝,差,8.0,11.0,3.0,3.0
202602010903,13,函館,芝,差,16.0,16.0,0.0,0.0
202602010903,14,函館,芝,差,12.0,8.0,-4.0,4.0
202602010903,15,函館,芝,差,11.0,12.0,1.0,1.0
202602010903,16,函館,芝,逃,5.0,8.0,3.0,3.0
202602010904,1,函館,芝,先,11.0,9.0,-2.0,2.0
202602010904,2,函館,芝,差,7.0,12.0,5.0,5.0
202602010904,3,函館,芝,先,9.0,9.0,0.0,0.0
202602010904,4,函館,芝,逃,1.0,3.0,2.0,2.0
202602010904,5,函館,芝,差,14.0,9.0,-5.0,5.0
202602010904,6,函館,芝,差,13.0,13.0,0.0,0.0
202602010904,7,函館,芝,先,6.0,5.0,-1.0,1.0
202602010904,8,函館,芝,差,8.0,5.0,-3.0,3.0
202602010904,9,函館,芝,差,12.0,14.0,2.0,2.0
202602010904,10,函館,芝,逃,3.0,1.0,-2.0,2.0
202602010904,11,函館,芝,先,4.0,3.0,-1.0,1.0
202602010904,12,函館,芝,差,5.0,8.0,3.0,3.0
202602010904,13,函館,芝,差,10.0,5.0,-5.0,5.0
202602010904,14,函館,芝,先,2.0,2.0,0.0,0.0
202602010905,1,函館,芝,不明,11.0,9.0,-2.0,2.0
202602010905,2,函館,芝,不明,6.0,7.0,1.0,1.0
202602010905,3,函館,芝,不明,4.0,5.0,1.0,1.0
202602010905,4,函館,芝,不明,8.0,7.0,-1.0,1.0
202602010905,5,函館,芝,不明,2.0,3.0,1.0,1.0
202602010905,6,函館,芝,不明,5.0,3.0,-2.0,2.0
202602010905,7,函館,芝,不明,9.0,10.0,1.0,1.0
202602010905,8,函館,芝,不明,1.0,1.0,0.0,0.0
202602010905,9,函館,芝,不明,7.0,5.0,-2.0,2.0
202602010905,10,函館,芝,不明,10.0,10.0,0.0,0.0
202602010905,11,函館,芝,不明,3.0,2.0,-1.0,1.0
202602010906,1,函館,ダ,先,4.0,5.0,1.0,1.0
202602010906,2,函館,ダ,差,10.0,5.0,-5.0,5.0
202602010906,3,函館,ダ,差,6.0,3.0,-3.0,3.0
202602010906,4,函館,ダ,先,5.0,3.0,-2.0,2.0
202602010906,6,函館,ダ,差,2.0,10.0,8.0,8.0
202602010906,7,函館,ダ,先,1.0,5.0,4.0,4.0
202602010906,8,函館,ダ,逃,9.0,9.0,0.0,0.0
202602010906,9,函館,ダ,先,3.0,1.0,-2.0,2.0
202602010906,10,函館,ダ,差,8.0,2.0,-6.0,6.0
202602010906,11,函館,ダ,差,7.0,8.0,1.0,1.0
202602010907,1,函館,芝,先,4.0,12.0,8.0,8.0
202602010907,2,函館,芝,先,6.0,7.0,1.0,1.0
202602010907,3,函館,芝,逃,11.0,3.0,-8.0,8.0
202602010907,4,函館,芝,差,1.0,1.0,0.0,0.0
202602010907,5,函館,芝,差,7.0,2.0,-5.0,5.0
202602010907,6,函館,芝,差,8.0,3.0,-5.0,5.0
202602010907,7,函館,芝,先,3.0,3.0,0.0,0.0
202602010907,8,函館,芝,先,5.0,3.0,-2.0,2.0
202602010907,9,函館,芝,差,12.0,12.0,0.0,0.0
202602010907,10,函館,芝,先,13.0,7.0,-6.0,6.0
202602010907,11,函館,芝,追,14.0,7.0,-7.0,7.0
202602010907,12,函館,芝,先,2.0,7.0,5.0,5.0
202602010907,13,函館,芝,差,10.0,14.0,4.0,4.0
202602010907,14,函館,芝,先,9.0,7.0,-2.0,2.0
202602010908,1,函館,ダ,逃,5.0,2.0,-3.0,3.0
202602010908,2,函館,ダ,差,11.0,7.0,-4.0,4.0
202602010908,3,函館,ダ,差,4.0,6.0,2.0,2.0
202602010908,4,函館,ダ,逃,1.0,2.0,1.0,1.0
202602010908,5,函館,ダ,差,7.0,7.0,0.0,0.0
202602010908,6,函館,ダ,先,3.0,10.0,7.0,7.0
202602010908,7,函館,ダ,先,9.0,12.0,3.0,3.0
202602010908,8,函館,ダ,先,10.0,2.0,-8.0,8.0
202602010908,9,函館,ダ,先,2.0,1.0,-1.0,1.0
202602010908,10,函館,ダ,差,8.0,9.0,1.0,1.0
202602010908,11,函館,ダ,先,6.0,2.0,-4.0,4.0
202602010908,12,函館,ダ,差,12.0,11.0,-1.0,1.0
202602010909,1,函館,芝,先,3.0,5.0,2.0,2.0
202602010909,2,函館,芝,差,10.0,9.0,-1.0,1.0
202602010909,3,函館,芝,先,9.0,2.0,-7.0,7.0
202602010909,4,函館,芝,逃,2.0,1.0,-1.0,1.0
202602010909,5,函館,芝,逃,1.0,7.0,6.0,6.0
202602010909,6,函館,芝,差,4.0,4.0,0.0,0.0
202602010909,7,函館,芝,追,7.0,9.0,2.0,2.0
202602010909,8,函館,芝,差,8.0,2.0,-6.0,6.0
202602010909,9,函館,芝,先,5.0,5.0,0.0,0.0
202602010909,10,函館,芝,差,6.0,7.0,1.0,1.0
202602010910,1,函館,芝,先,9.0,10.0,1.0,1.0
202602010910,2,函館,芝,逃,1.0,2.0,1.0,1.0
202602010910,3,函館,芝,差,4.0,3.0,-1.0,1.0
202602010910,4,函館,芝,先,2.0,6.0,4.0,4.0
202602010910,5,函館,芝,差,8.0,13.0,5.0,5.0
202602010910,6,函館,芝,先,11.0,6.0,-5.0,5.0
202602010910,7,函館,芝,逃,3.0,1.0,-2.0,2.0
202602010910,8,函館,芝,先,14.0,6.0,-8.0,8.0
202602010910,9,函館,芝,差,6.0,6.0,0.0,0.0
202602010910,10,函館,芝,先,5.0,3.0,-2.0,2.0
202602010910,11,函館,芝,逃,10.0,10.0,0.0,0.0
202602010910,12,函館,芝,先,12.0,10.0,-2.0,2.0
202602010910,13,函館,芝,逃,7.0,14.0,7.0,7.0
202602010910,14,函館,芝,先,13.0,3.0,-10.0,10.0
202602010911,1,函館,芝,差,11.0,4.0,-7.0,7.0
202602010911,2,函館,芝,先,5.0,4.0,-1.0,1.0
202602010911,3,函館,芝,逃,1.0,1.0,0.0,0.0
202602010911,4,函館,芝,差,13.0,10.0,-3.0,3.0
202602010911,5,函館,芝,先,3.0,2.0,-1.0,1.0
202602010911,6,函館,芝,差,10.0,7.0,-3.0,3.0
202602010911,7,函館,芝,先,2.0,10.0,8.0,8.0
202602010911,8,函館,芝,先,9.0,4.0,-5.0,5.0
202602010911,9,函館,芝,先,6.0,3.0,-3.0,3.0
202602010911,10,函館,芝,差,12.0,9.0,-3.0,3.0
202602010911,11,函館,芝,先,8.0,13.0,5.0,5.0
202602010911,12,函館,芝,差,7.0,7.0,0.0,0.0
202602010911,13,函館,芝,差,4.0,10.0,6.0,6.0
202602010912,1,函館,ダ,逃,2.0,1.0,-1.0,1.0
202602010912,2,函館,ダ,逃,1.0,8.0,7.0,7.0
202602010912,3,函館,ダ,先,5.0,3.0,-2.0,2.0
202602010912,4,函館,ダ,逃,3.0,2.0,-1.0,1.0
202602010912,5,函館,ダ,差,7.0,6.0,-1.0,1.0
202602010912,6,函館,ダ,先,8.0,7.0,-1.0,1.0
202602010912,7,函館,ダ,先,6.0,3.0,-3.0,3.0
202602010912,8,函館,ダ,逃,4.0,3.0,-1.0,1.0
202602011001,1,函館,ダ,先,4.0,7.0,3.0,3.0
202602011001,2,函館,ダ,差,12.0,8.0,-4.0,4.0
202602011001,3,函館,ダ,先,9.0,11.0,2.0,2.0
202602011001,4,函館,ダ,逃,3.0,1.0,-2.0,2.0
202602011001,5,函館,ダ,差,8.0,5.0,-3.0,3.0
202602011001,6,函館,ダ,先,2.0,5.0,3.0,3.0
202602011001,7,函館,ダ,先,5.0,2.0,-3.0,3.0
202602011001,8,函館,ダ,差,10.0,12.0,2.0,2.0
202602011001,9,函館,ダ,差,11.0,10.0,-1.0,1.0
202602011001,10,函館,ダ,逃,6.0,2.0,-4.0,4.0
202602011001,11,函館,ダ,逃,7.0,8.0,1.0,1.0
202602011001,12,函館,ダ,先,1.0,4.0,3.0,3.0
202602011002,1,函館,芝,差,5.0,6.0,1.0,1.0
202602011002,2,函館,芝,先,2.0,2.0,0.0,0.0
202602011002,3,函館,芝,差,11.0,10.0,-1.0,1.0
202602011002,4,函館,芝,差,13.0,4.0,-9.0,9.0
202602011002,5,函館,芝,先,3.0,10.0,7.0,7.0
202602011002,6,函館,芝,差,8.0,6.0,-2.0,2.0
202602011002,7,函館,芝,差,4.0,4.0,0.0,0.0
202602011002,8,函館,芝,逃,7.0,8.0,1.0,1.0
202602011002,9,函館,芝,差,1.0,1.0,0.0,0.0
202602011002,10,函館,芝,差,6.0,13.0,7.0,7.0
202602011002,11,函館,芝,差,9.0,2.0,-7.0,7.0
202602011002,12,函館,芝,差,10.0,9.0,-1.0,1.0
202602011002,13,函館,芝,追,12.0,12.0,0.0,0.0
202602011003,1,函館,ダ,差,10.0,12.0,2.0,2.0
202602011003,2,函館,ダ,差,2.0,5.0,3.0,3.0
202602011003,3,函館,ダ,差,7.0,9.0,2.0,2.0
202602011003,4,函館,ダ,差,12.0,12.0,0.0,0.0
202602011003,5,函館,ダ,差,8.0,3.0,-5.0,5.0
202602011003,6,函館,ダ,追,14.0,14.0,0.0,0.0
202602011003,7,函館,ダ,差,9.0,8.0,-1.0,1.0
202602011003,8,函館,ダ,差,3.0,7.0,4.0,4.0
202602011003,9,函館,ダ,逃,4.0,3.0,-1.0,1.0
202602011003,10,函館,ダ,先,6.0,5.0,-1.0,1.0
202602011003,11,函館,ダ,差,5.0,11.0,6.0,6.0
202602011003,12,函館,ダ,逃,1.0,2.0,1.0,1.0
202602011003,13,函館,ダ,差,13.0,10.0,-3.0,3.0
202602011003,14,函館,ダ,差,11.0,1.0,-10.0,10.0
202602011004,1,函館,芝,差,16.0,10.0,-6.0,6.0
202602011004,2,函館,芝,差,6.0,7.0,1.0,1.0
202602011004,3,函館,芝,差,4.0,2.0,-2.0,2.0
202602011004,4,函館,芝,差,2.0,10.0,8.0,8.0
202602011004,5,函館,芝,差,12.0,1.0,-11.0,11.0
202602011004,6,函館,芝,差,3.0,3.0,0.0,0.0
202602011004,7,函館,芝,差,14.0,12.0,-2.0,2.0
202602011004,8,函館,芝,差,10.0,3.0,-7.0,7.0
202602011004,9,函館,芝,差,9.0,13.0,4.0,4.0
202602011004,10,函館,芝,差,5.0,14.0,9.0,9.0
202602011004,11,函館,芝,逃,11.0,3.0,-8.0,8.0
202602011004,12,函館,芝,差,13.0,7.0,-6.0,6.0
202602011004,13,函館,芝,逃,1.0,3.0,2.0,2.0
202602011004,14,函館,芝,追,7.0,16.0,9.0,9.0
202602011004,15,函館,芝,差,8.0,9.0,1.0,1.0
202602011004,16,函館,芝,差,15.0,14.0,-1.0,1.0
202602011005,1,函館,芝,不明,1.0,8.0,7.0,7.0
202602011005,2,函館,芝,不明,10.0,4.0,-6.0,6.0
202602011005,3,函館,芝,不明,9.0,10.0,1.0,1.0
202602011005,4,函館,芝,不明,2.0,6.0,4.0,4.0
202602011005,5,函館,芝,不明,6.0,7.0,1.0,1.0
202602011005,6,函館,芝,不明,8.0,8.0,0.0,0.0
202602011005,7,函館,芝,不明,3.0,1.0,-2.0,2.0
202602011005,8,函館,芝,不明,7.0,3.0,-4.0,4.0
202602011005,9,函館,芝,不明,5.0,2.0,-3.0,3.0
202602011005,10,函館,芝,不明,4.0,4.0,0.0,0.0
202602011006,1,函館,芝,先,4.0,4.0,0.0,0.0
202602011006,2,函館,芝,先,1.0,6.0,5.0,5.0
202602011006,3,函館,芝,差,12.0,5.0,-7.0,7.0
202602011006,4,函館,芝,先,6.0,9.0,3.0,3.0
202602011006,5,函館,芝,先,9.0,11.0,2.0,2.0
202602011006,6,函館,芝,先,13.0,11.0,-2.0,2.0
202602011006,7,函館,芝,差,16.0,15.0,-1.0,1.0
202602011006,8,函館,芝,先,3.0,9.0,6.0,6.0
202602011006,9,函館,芝,差,10.0,6.0,-4.0,4.0
202602011006,10,函館,芝,先,7.0,15.0,8.0,8.0
202602011006,11,函館,芝,差,15.0,14.0,-1.0,1.0
202602011006,12,函館,芝,差,5.0,1.0,-4.0,4.0
202602011006,13,函館,芝,差,11.0,11.0,0.0,0.0
202602011006,14,函館,芝,逃,2.0,2.0,0.0,0.0
202602011006,15,函館,芝,差,14.0,8.0,-6.0,6.0
202602011006,16,函館,芝,差,8.0,2.0,-6.0,6.0
202602011007,1,函館,ダ,逃,1.0,9.0,8.0,8.0
202602011007,2,函館,ダ,差,9.0,3.0,-6.0,6.0
202602011007,3,函館,ダ,先,8.0,6.0,-2.0,2.0
202602011007,4,函館,ダ,先,6.0,1.0,-5.0,5.0
202602011007,5,函館,ダ,逃,3.0,2.0,-1.0,1.0
202602011007,6,函館,ダ,先,4.0,5.0,1.0,1.0
202602011007,7,函館,ダ,差,5.0,7.0,2.0,2.0
202602011007,8,函館,ダ,先,2.0,7.0,5.0,5.0
202602011007,9,函館,ダ,差,7.0,3.0,-4.0,4.0
202602011008,1,函館,ダ,差,8.0,7.0,-1.0,1.0
202602011008,2,函館,ダ,先,5.0,2.0,-3.0,3.0
202602011008,3,函館,ダ,逃,1.0,9.0,8.0,8.0
202602011008,4,函館,ダ,差,7.0,11.0,4.0,4.0
202602011008,5,函館,ダ,差,9.0,5.0,-4.0,4.0
202602011008,6,函館,ダ,先,2.0,6.0,4.0,4.0
202602011008,7,函館,ダ,差,10.0,3.0,-7.0,7.0
202602011008,8,函館,ダ,逃,3.0,1.0,-2.0,2.0
202602011008,9,函館,ダ,先,6.0,3.0,-3.0,3.0
202602011008,10,函館,ダ,先,4.0,10.0,6.0,6.0
202602011008,11,函館,ダ,差,11.0,8.0,-3.0,3.0
202602011009,1,函館,芝,先,7.0,2.0,-5.0,5.0
202602011009,2,函館,芝,差,9.0,3.0,-6.0,6.0
202602011009,3,函館,芝,先,4.0,5.0,1.0,1.0
202602011009,4,函館,芝,逃,5.0,7.0,2.0,2.0
202602011009,5,函館,芝,逃,1.0,1.0,0.0,0.0
202602011009,6,函館,芝,差,3.0,12.0,9.0,9.0
202602011009,7,函館,芝,差,13.0,8.0,-5.0,5.0
202602011009,8,函館,芝,先,2.0,3.0,1.0,1.0
202602011009,9,函館,芝,差,14.0,12.0,-2.0,2.0
202602011009,10,函館,芝,先,6.0,12.0,6.0,6.0
202602011009,11,函館,芝,差,11.0,8.0,-3.0,3.0
202602011009,12,函館,芝,差,8.0,5.0,-3.0,3.0
202602011009,13,函館,芝,差,10.0,8.0,-2.0,2.0
202602011009,14,函館,芝,追,12.0,11.0,-1.0,1.0
202602011010,1,函館,ダ,先,7.0,7.0,0.0,0.0
202602011010,2,函館,ダ,先,4.0,5.0,1.0,1.0
202602011010,3,函館,ダ,先,3.0,1.0,-2.0,2.0
202602011010,4,函館,ダ,逃,1.0,10.0,9.0,9.0
202602011010,5,函館,ダ,差,5.0,2.0,-3.0,3.0
202602011010,6,函館,ダ,先,6.0,2.0,-4.0,4.0
202602011010,7,函館,ダ,先,10.0,8.0,-2.0,2.0
202602011010,8,函館,ダ,先,9.0,5.0,-4.0,4.0
202602011010,9,函館,ダ,先,8.0,8.0,0.0,0.0
202602011010,10,函館,ダ,差,11.0,12.0,1.0,1.0
202602011010,11,函館,ダ,先,2.0,4.0,2.0,2.0
202602011010,12,函館,ダ,逃,12.0,11.0,-1.0,1.0
202602011011,1,函館,芝,先,3.0,4.0,1.0,1.0
202602011011,2,函館,芝,差,10.0,8.0,-2.0,2.0
202602011011,3,函館,芝,先,2.0,1.0,-1.0,1.0
202602011011,4,函館,芝,先,4.0,6.0,2.0,2.0
202602011011,5,函館,芝,差,13.0,10.0,-3.0,3.0
202602011011,6,函館,芝,差,6.0,4.0,-2.0,2.0
202602011011,7,函館,芝,差,12.0,12.0,0.0,0.0
202602011011,8,函館,芝,逃,1.0,14.0,13.0,13.0
202602011011,9,函館,芝,差,9.0,8.0,-1.0,1.0
202602011011,10,函館,芝,先,8.0,2.0,-6.0,6.0
202602011011,11,函館,芝,差,11.0,11.0,0.0,0.0
202602011011,12,函館,芝,先,7.0,3.0,-4.0,4.0
202602011011,13,函館,芝,逃,14.0,12.0,-2.0,2.0
202602011011,14,函館,芝,先,5.0,6.0,1.0,1.0
202602011012,1,函館,芝,差,4.0,3.0,-1.0,1.0
202602011012,2,函館,芝,逃,3.0,3.0,0.0,0.0
202602011012,3,函館,芝,差,6.0,6.0,0.0,0.0
202602011012,4,函館,芝,差,7.0,7.0,0.0,0.0
202602011012,5,函館,芝,逃,1.0,1.0,0.0,0.0
202602011012,6,函館,芝,差,8.0,8.0,0.0,0.0
202602011012,7,函館,芝,差,5.0,5.0,0.0,0.0
